,description,genre
1843,"[saroo, brierley, used, google, earth, find, home, town, half, world, away, made, global, become, lost, train, india, age, five, knowing, name, family, survived, weeks, streets, kolkata, taken, orphanage, adopted, couple, happy, new, family, saroo, always, wondered, origins, spent, hours, staring, map, india, bedroom, wall, young, man, advent, google, earth, led, pore, satellite, images, country, landmarks, recognised, one, day, years, searching, miraculously, found, looking, set, journey, find, mother]", Non fiction
1844,"[books, suitable, million, people, others, hundred, even, mean, written, one, person, book, medic, medicine, makes, diagnosis, well, offering, therapy, putting, right, novels, appropriate, ailments, sell, monsieur, perdu, calls, literary, apothecary, floating, bookstore, barge, seine, prescribes, novels, hardships, life, using, intuitive, feel, exact, book, reader, needs, perdu, mends, broken, hearts, souls, person, ca, seem, heal, literature, still, haunted, heartbreak, great, love, disappeared, left, letter, never, perdu, finally, tempted, read, letter, hauls, anchor, departs, mission, south, france, hoping, make, peace, loss, discover, end, story, joined, bestselling, blocked, author, lovelorn, italian, chef, perdu, travels, along, country, rivers, dispensing, wisdom, books, showing, literary, world, ...]",Fiction
1845,"[although, career, bestselling, author, daily, show, jon, stewart, founded, fake, news, invented, facts, routine, seem, funny, john, hodgman, anymore, everyone, disarmed, falsehood, left, awful, truth, john, hodgman, older, white, male, monster, bad, facial, hair, wandering, like, privileged, sasquatch, three, wildernesses, hills, western, massachusetts, spent, much, youth, painful, beaches, maine, want, kill, day, metaphoric, haunted, forest, middle, age, connects, collects, real, life, wanderings, learn, horror, freshwater, clams, evolutionary, purpose, mustache, animals, keep, pets, kill, traps, poison, also, advice, react, people, coastal, maine, try, sacrifice, strange, wildly, hodgmaniacally, funny, usual, also, poignant, sincere, account, one, human, facing, forties, years, men, particular, must, ...]", Non fiction
1846,"[hoping, make, clean, break, fractured, marriage, agatha, christie, boards, orient, express, disguise, unlike, famous, detective, hercule, poirot, neatly, unravel, mysteries, encounters, fateful, passenger, board, secrets, cabinmate, katharine, keeling, first, marriage, ended, tragedy, propelling, toward, second, relationship, mired, deceit, nancy, married, carrying, another, man, desperate, conceal, pregnancy, teeters, brink, utter, despair, woman, hides, past, others, ferociously, guarding, secrets, train, bound, middle, east, speeds, track, parallel, courses, lives, shift, lasting, evocative, imagery, suspense, emotional, complexity, woman, orient, express, explores, bonds, sisterhood, forged, shared, pain, power, secrets]", Non fiction
1847,"[guy, walks, bar, car, story, could, take, many, turns, guy, david, sedaris, possibilities, endless, result, always, delight, twists, humor, intelligence, leave, deeply, moved, sedaris, remembers, father, dinnertime, attire, shirtsleeves, underpants, first, colonoscopy, remarkably, pleasant, time, considered, buying, skeleton, murdered, pygmy, let, explore, diabetes, owls, david, sedaris, shows, work, called, hilarious, elegant, surprisingly, moving, washington, post]",Miscellaneous
1848,"[author, smoke, gets, eyes, expands, sense, means, treat, dead, fascinated, pervasive, terror, dead, bodies, mortician, caitlin, doughty, set, discover, cultures, care, dead, rural, indonesia, observes, man, clean, dress, grandfather, mummified, body, grandpa, mummy, lived, family, home, two, years, family, maintained, warm, respectful, relationship, meets, bolivian, natitas, smoking, granting, human, skulls, introduces, us, japanese, kotsuage, relatives, use, chopsticks, pluck, ones, bones, cremation, ashes, curiosity, morbid, humor, doughty, encounters, vividly, decomposed, bodies, participates, compelling, powerful, death, practices, almost, entirely, unknown, america, featuring, illustrations, artist, landis, blair, eternity, introduces, innovators, researching, green, burial, body, composting, explores, new, spaces, including, buddha, columbarium, japan, america, ...]", Non fiction
1849,"[makes, happy, question, emery, reed, asked, day, met, give, single, answer, could, said, dog, books, yoga, got, crazy, take, road, trip, stranger, years, standing, still, ticket, new, life, going, miss, shared, space, car, hotel, room, still, strangers, one, day, laughing, next, speak, emery, surrounded, impenetrable, walls, wanted, journal, changed, read, thoughts, words, meant, anyone, eyes, learned, harder, fell, turned, nothing, made, emery, reed, happy, wanted, change, earned, trust, violating, privacy, wrong, worked, one, entry, revealed, darkness, never, knew, existed, timer, never, knew, made, happy, saving, emery, know, could]",Romance
1850,"[august, shroeder, teacher, sober, since, son, died, every, year, spent, summer, road, making, yellowstone, year, means, everything, plan, travel, son, august, making, trip, philip, ashes, instead, unexpected, twist, fate, lands, august, two, extra, passengers, journey, two, nowhere, else, none, could, known, transformative, trip, bonds, develop, would, prove, driving, create, new, destiny, together]",Fiction
1851,"[subtitle, rediscovering, america, appalachian, trail, appalachian, trail, stretches, georgia, maine, covers, breathtaking, terrain, mountains, silent, forests, sparking, lakes, going, take, hike, probably, place, go, bill, bryson, surely, entertaining, guide, find, introduces, us, history, ecology, trail, hardy, foolhardy, folks, meets, along, couple, bears, already, classic, walk, woods, make, long, great, outdoors, least, comfortable, chair, sit, read]", Non fiction
1852,"[classic, new, york, times, bestselling, author, one, summer, every, time, bill, bryson, walks, door, memorable, travel, literature, threatens, break, previous, excursion, along, appalachian, trail, resulted, sublime, national, bestseller, walk, woods, sunburned, country, report, found, entirely, different, place, australia, country, doubles, continent, place, friendliest, inhabitants, hottest, driest, weather, peculiar, lethal, wildlife, found, planet, result, deliciously, funny, adventurous, performance, writer, combines, humor, wonder, unflagging, fact, australia, harbors, things, kill, extremely, nasty, ways, anywhere, else, including, sharks, crocodiles, snakes, even, riptides, deserts, bill, bryson, adores, place, takes, readers, rollicking, ride, far, beyond, beaten, tourist, path, wherever, goes, finds, australians, cheerful, extroverted, unfailingly, obliging, ...]", Non fiction
1853,"[suddenly, space, moment, realized, loved, say, nearly, two, decades, spent, british, soil, bill, bryson, bestselling, author, mother, tongue, made, return, united, states, recently, read, bryson, writes, million, americans, believed, abducted, aliens, one, time, another, clear, people, needed, departing, set, grand, farewell, tour, green, kindly, island, long, ludicrous, endearing, back, notes, small, island, delightfully, irreverent, jaunt, around, unparalleled, floating, nation, produced, zebra, crossings, shakespeare, twiggie, winkie, farm, places, names, like, farleigh, wallop, titsey, result, uproarious, social, commentary, conveys, true, glory, britain, satiric, pen, unapologetic, anglophile]", Non fiction
1854,"[celebrated, writer, irresistible, candid, eloquent, account, pursuit, worldly, pleasure, spiritual, devotion, really, wanted, life, around, time, elizabeth, gilbert, turned, thirty, went, midlife, crisis, everything, educated, ambitious, american, woman, supposed, husband, house, successful, career, instead, feeling, happy, fulfilled, consumed, panic, grief, confusion, went, divorce, crushing, depression, another, failed, love, eradication, everything, ever, thought, supposed, recover, gilbert, took, radical, step, order, give, time, space, find, really, really, wanted, got, rid, belongings, quit, job, undertook, yearlong, journey, around, alone, eat, pray, love, absorbing, chronicle, year, aim, visit, three, places, could, examine, one, aspect, nature, set, backdrop, culture, traditionally, done, one, thing, well, rome, ...]", Non fiction
1855,"[bill, bryson, first, travel, book, lost, continent, unanimously, acclaimed, one, funniest, books, years, neither, brings, unique, brand, humour, bear, europe, shoulders, backpack, keeps, tight, hold, wallet, journeys, hammerfest, northernmost, town, continent, istanbul, cusp, asia, fluent, oh, least, one, language, retraces, travels, student, twenty, years, braving, homicidal, motorist, paris, robbed, gypsies, florence, attempting, order, tripe, eyeballs, german, restaurant, sex, shops, reeperbahn, disputing, hotel, bill, copenhagen, bryson, takes, sights, dissects, culture, illuminates, place, person, hilariously, caustic, observations, even, goes, liechtenstein]", Non fiction
1856,"[cheryl, strayed, thought, lost, everything, wake, mother, death, family, scattered, marriage, soon, destroyed, four, years, later, nothing, lose, made, impulsive, decision, life, experience, training, driven, blind, would, hike, thousand, miles, pacific, crest, trail, mojave, desert, california, oregon, washington, state, would, suspense, style, sparkling, warmth, humor, wild, powerfully, captures, terrors, pleasures, one, young, woman, forging, ahead, odds, journey, maddened, strengthened, ultimately, healed]", Non fiction
1857,"[come, des, moines, somebody, soon, bill, bryson, old, enough, left, des, moines, could, hold, lure, back, ten, years, england, returned, land, youth, drove, almost, miles, search, mythical, small, town, called, amalgam, kind, trim, sunny, place, films, youth, set, instead, search, led, anywhere, usa, lookalike, strip, gas, stations, motels, hamburger, outlets, populated, lookalike, people, penchant, synthetic, fibres, travelling, around, lower, states, united, dreary, uniformity, discovered, continent, doubly, lost, lost, blighted, greed, pollution, mobile, homes, television, lost, become, stranger, lost, continent, classic, travel, literature, hilariously, funny, yet, tinged, heartache, book, first, staked, bill, bryson, claim, beloved, writer, generation]", Non fiction
1858,"[librarian, note, alternate, cover, edition, found, herein, april, young, man, family, hitchhiked, alaska, walked, alone, wilderness, north, mt, mckinley, name, christopher, johnson, mccandless, given, savings, charity, abandoned, car, possessions, burned, cash, wallet, invented, new, life, four, months, later, party, moose, hunters, found, decomposed, body, mccandless, came, die, unforgettable, story, graduating, college, mccandless, roamed, west, southwest, vision, quest, like, made, heroes, jack, london, john, muir, mojave, desert, abandoned, car, stripped, license, plates, burned, cash, would, give, new, name, alexander, supertramp, unencumbered, money, belongings, would, free, wallow, raw, unfiltered, experiences, nature, presented, craving, blank, spot, map, mccandless, simply, threw, away, maps, leaving, ...]", Non fiction
1859,"[intimate, journey, across, search, america, told, one, beloved, writers, deluxe, centennial, edition, september, john, steinbeck, embarked, journey, across, america, felt, might, lost, touch, country, speech, smell, grass, trees, color, quality, light, pulse, people, reassure, set, voyage, rediscovery, american, identity, accompanied, distinguished, french, poodle, named, charley, riding, pickup, truck, named, rocinante, course, took, almost, forty, states, northward, long, island, maine, midwest, chicago, onward, way, minnesota, north, dakota, montana, fell, love, idaho, seattle, south, san, francisco, birthplace, salinas, eastward, mojave, new, mexico, arizona, vast, hospitality, texas, new, orleans, shocking, drama, desegregation, finally, last, leg, alabama, virginia, pennsylvania, new, jersey, new, york, travels, ...]", Non fiction
1860,"[enchanting, lyrical, look, life, traditions, cuisine, tuscany, spirit, peter, mayle, year, provence, frances, mayes, entered, wondrous, new, world, began, restoring, abandoned, villa, spectacular, tuscan, countryside, unexpected, treasures, every, turn, faded, frescos, beneath, whitewash, dining, room, vineyard, wildly, overgrown, brambles, garden, nearby, hill, towns, vibrant, markets, delightful, people, tuscan, sun, brings, lyrical, voice, poet, eye, seasoned, traveler, discerning, palate, cook, food, writer, invite, readers, explore, pleasures, italian, life, feast, table]", Non fiction
1861,"[national, bestseller, witty, account, peter, mayle, tells, like, realize, dream, actually, move, stone, farmhouse, remote, country, lubéron, wife, two, large, dogs, endures, january, frosty, mistral, comes, howling, rhône, valley, discovers, secrets, goat, racing, middle, town, delights, glorious, regional, cuisine, year, provence, transports, us, earthy, pleasures, provençal, life, lets, us, live, vicariously, tempo, governed, seasons, days]", Non fiction
1862,"[vagabonding, taking, time, normal, life, six, weeks, four, months, two, years, discover, experience, world, terms, veteran, shoestring, traveler, rolf, potts, shows, anyone, armed, independent, spirit, achieve, dream, extended, overseas, travel, potts, gives, necessary, information, financing, travel, time, determining, destination, adjusting, life, working, volunteering, overseas, handling, travel, adversity, back, ordinary, lifenot, plan, action, vagabonding, outlook, life, emphasizes, creativity, discovery, growth, spirit, visit, vagabonding, community, hub]", Non fiction
1863,"[jack, kerouac, road, first, appeared, readers, instantly, felt, beat, new, literary, rhythm, fictionalised, account, journeys, across, america, friend, neal, cassady, kerouac, beatnik, odyssey, captured, soul, generation, changed, landscape, american, fiction, jack, london, thomas, wolfe, kerouac, always, wanted, writer, true, voice, emerged, wrote, experiences, road, leaving, broken, marriage, behind, sal, paradise, kerouac, joins, dean, moriarty, cassady, tearaway, former, reform, school, boy, series, journeys, takes, new, york, san, francisco, south, mexico, hitching, rides, boarding, buses, enter, world, hobos, drifters, migrant, families, small, towns, wide, horizons, adrift, conventional, society, experience, america, raw, place, living, hard, life, holy, every, moment, precious, smoky, atmosphere, restless, ...]",Classics
1864,"[first, published, thirty, years, ago, paul, theroux, strange, unique, hugely, entertaining, railway, odyssey, become, modern, classic, travel, literature, theroux, recounts, early, adventures, unusual, grand, continental, tour, asia, fabled, trains, orient, express, khyber, pass, local, frontier, mail, golden, arrow, kuala, lumpur, mandalay, express, express, stars, journey, takes, loop, eastbound, london, victoria, station, tokyo, central, back, japan, brimming, theroux, signature, humor, wry, observations, engrossing, chronicle, essential, reading, ardent, adventurer, armchair, traveler]", Non fiction
1865,"[weiner, spent, decade, foreign, correspondent, reporting, discontented, locales, iraq, afghanistan, indonesia, unhappy, people, living, profoundly, unstable, states, notes, inspire, pathos, make, good, copy, good, karma, weiner, admitted, grump, book, aficionado, undertook, year, research, travel, globe, looking, unheralded, happy, places, result, book, equal, parts, funny, philosophical, journey, definition, destination, true, happiest, places, earth, include, somewhat, unexpectedly, iceland, bhutan, india, weiner, also, visits, country, deemed, malcontent, moldova, finds, real, merit, question, remains, makes, people, happy, freedom, west, myriad, restrictions, singapore, simple, ashrams, india, glittering, shopping, malls, qatar, youthful, drunkenness, iceland, despond, slough, sad, resilient, town, heathrow, flight, path, weiner, offers, wry, yet, ...]", Non fiction
1866,"[introduction, gillian, flynnafterword, patton, oswalta, masterful, true, crime, account, golden, state, elusive, serial, rapist, turned, murderer, terrorized, california, michelle, mcnamara, gifted, journalist, died, tragically, investigating, case, silent, forever, gone, dark, ten, years, mysterious, violent, predator, committed, fifty, sexual, assaults, northern, california, moving, south, perpetrated, ten, sadistic, murders, disappeared, eluding, capture, multiple, police, forces, best, detectives, decades, later, michelle, mcnamara, true, crime, journalist, created, popular, website, determined, find, violent, psychopath, called, golden, state, killer, michelle, pored, police, reports, interviewed, victims, embedded, online, communities, obsessed, case, time, crimes, golden, state, killer, ages, eighteen, thirty, caucasian, vaulting, tall, fences, always, wore, mask, choosing, ...]", Non fiction
1867,"[new, york, times, bestsellerselected, emma, watson, shared, shelf, book, club, pick, heart, berries, terese, mailhot, astounding, memoir, essays, wound, need, naked, unapologetic, mountain, woman, towering, words, great, small, mailhot, accomplished, exquisite, book, brilliance, raw, refined, gay, author, hunger, heart, berries, powerful, poetic, memoir, woman, coming, age, seabird, island, indian, reservation, pacific, northwest, survived, profoundly, dysfunctional, upbringing, find, hospitalized, facing, dual, diagnosis, post, traumatic, stress, disorder, bipolar, ii, disorder, terese, marie, mailhot, given, notebook, begins, write, way, trauma, triumphant, result, heart, berries, memorial, mailhot, mother, social, worker, activist, thing, prisoners, story, reconciliation, abusive, drunk, brilliant, murdered, mysterious, circumstances, elegy, difficult, love, ...]", Non fiction
1868,"[new, favorite, book, time, bill, gates, terrific, book, pinker, recounts, progress, across, broad, array, metrics, health, wars, environment, happiness, equal, rights, quality, life, new, york, timesthe, pinker, groundbreaking, better, angels, nature, presents, big, picture, human, progress, people, living, longer, healthier, freer, happier, lives, problems, formidable, solutions, lie, enlightenment, ideal, using, reason, science, world, really, falling, apart, ideal, progress, obsolete, elegant, assessment, human, condition, third, millennium, cognitive, scientist, public, intellectual, steven, pinker, urges, us, step, back, gory, headlines, prophecies, doom, play, psychological, biases, instead, follow, data, graphs, pinker, shows, life, health, prosperity, safety, peace, knowledge, happiness, rise, west, worldwide, progress, result, ...]", Non fiction
1869,"[zadie, smith, one, beloved, authors, generation, new, collection, essays, since, burst, spectacularly, view, debut, novel, almost, two, decades, ago, zadie, smith, established, one, world, preeminent, fiction, writers, also, brilliant, singular, essayist, contributes, regularly, new, yorker, new, york, review, books, range, subjects, piece, literary, event, five, sections, world, audience, gallery, bookshelf, feel, free, new, collection, poses, questions, immediately, recognize, social, network, facebook, really, cruel, portrait, us, million, sentient, people, entrapped, recent, careless, thoughts, harvard, sophomore, love, libraries, libraries, filled, people, good, library, offers, easily, found, elsewhere, indoor, public, space, buy, anything, order, stay, tell, granddaughters, collective, failure, address, global, warming, might, ...]",Miscellaneous
1870,"[two, pulitzer, journalists, tell, riveting, true, story, marie, teenager, charged, lying, raped, detectives, followed, winding, path, arrive, truth, august, marie, truthfully, reported, masked, man, broke, apartment, near, seattle, washington, raped, within, days, police, even, closest, marie, became, suspicious, story, police, swiftly, pivoted, began, investigating, confronted, inconsistencies, story, doubts, others, marie, broke, said, story, lie, police, charged, false, reporting, one, best, friends, created, web, page, branding, two, years, later, colorado, detective, stacy, galbraith, assigned, investigate, case, sexual, assault, describing, crime, husband, night, attacker, calm, practiced, demeanor, led, victim, surmise, done, galbraith, learned, case, bore, eerie, resemblance, rape, taken, place, months, earlier, ...]", Non fiction
1871,"[francisco, cantú, border, blood, mother, park, ranger, daughter, mexican, immigrant, raised, scrublands, southwest, haunted, landscape, youth, cantú, joins, border, patrol, partners, posted, remote, regions, crisscrossed, drug, routes, smuggling, corridors, learn, track, humans, blistering, sun, frigid, nights, haul, dead, deliver, detention, find, alive, cantú, tries, think, stories, go, plagued, nightmares, abandons, patrol, civilian, life, immigrant, friend, travels, mexico, visit, dying, mother, return, cantú, discovers, border, migrated, must, know, whole, story, searing, unforgettable, line, becomes, river, makes, urgent, personal, violence, border, wreaks, sides, line]", Non fiction
1872,"[based, mackenzi, lee, popular, weekly, twitter, series, name, bygone, badass, broads, features, remarkable, forgotten, trailblazing, women, world, tales, heroism, cunning, bios, witty, storytelling, bygone, badass, broads, gives, new, life, historic, female, pioneers, starting, fifth, century, bc, continuing, present, book, takes, closer, look, bold, inspiring, women, dared, step, outside, traditional, gender, roles, time, coupled, riveting, illustrations, lee, humorous, conversational, storytelling, style, book, outright, celebration, badass, women, paved, way, rest, us]", Non fiction
1873,"[human, civilization, verge, spreading, beyond, earth, possibility, becoming, necessity, whether, hand, forced, climate, change, resource, depletion, whether, future, catastrophes, compel, us, abandon, earth, one, day, make, homes, among, physicist, futurist, michio, kaku, explores, rich, accessible, detail, humanity, might, gradually, develop, sustainable, civilization, outer, space, trademark, storytelling, verve, kaku, shows, us, science, fiction, becoming, reality, developments, robotics, nanotechnology, biotechnology, could, enable, us, build, habitable, cities, mars, nearby, stars, might, reached, microscopic, spaceships, sailing, space, laser, beams, technology, might, one, day, allow, us, transcend, physical, bodies, irrepressible, enthusiasm, wonder, kaku, takes, readers, fascinating, journey, future, humanity, could, finally, fulfil, destiny, among, stars, ...]", Non fiction
1874,"[black, women, often, considered, angry, divisive, interactions, others, public, private, mainstream, feminism, demand, race, gender, considered, called, divisive, women, issues, black, political, spaces, desire, womanhood, considered, called, distraction, real, issue, however, manner, black, women, always, insisted, right, dignity, right, heard, desire, considered, matters, national, import, much, teach, us, makes, american, democracy, rage, takes, politics, critical, dissent, asking, black, women, resist, stereotypical, portrayals, angry, aggressive, scary, violent, black, women, dissent, national, narrative, heterosexual, black, intimacy, says, undesirable, unlovable, unfit, partnerships, marriages, dissent, religious, patriarchy, use, participation, politics, resist, march, fascism, embrace, beyonce, act, kind, dissent, would, dismiss, frivolous, black, women, pursuit, ...]",Romance
1875,"[fans, netflix, series, crown, author, new, york, times, bestseller, carnations, comes, captivating, biography, wallis, simpson, notorious, woman, edward, viii, gave, throne, idea, hard, live, great, romance, simpsonbefore, became, known, woman, enticed, king, throne, birthright, bessie, wallis, warfield, prudish, particular, girl, baltimore, turns, imaginative, ambitious, spoiled, wallis, first, words, recalled, family, young, age, want, nothing, stability, status, social, acceptance, fought, climb, social, ladder, take, place, london, society, irony, would, would, gain, love, devotion, king, cost, throne, wallis, love, acclaimed, biographer, andrew, morton, offers, fresh, portrait, wallis, simpson, vibrancy, brazenness, transformed, charming, chatelaine, using, diary, entries, letters, records, morton, takes, us, wallis, ...]", Non fiction
1876,"[resuming, narrative, pulitzer, ghost, wars, bestselling, author, steve, coll, tells, first, time, epic, enthralling, story, america, intelligence, military, diplomatic, efforts, defeat, al, qaeda, taliban, afghanistan, pakistan, since, prior, united, states, carrying, covert, operations, afghanistan, ostensibly, cooperation, although, often, direct, opposition, pakistani, intelligence, agency, us, trying, quell, extremists, highly, secretive, compartmentalized, wing, known, directorate, covertly, training, arming, seeking, legitimize, taliban, order, enlarge, pakistan, sphere, influence, countries, led, deployed, troops, provided, aid, afghanistan, effort, flush, taliban, al, qaeda, set, invisible, collision, course, know, war, afghanistan, would, falter, badly, military, hubris, highest, levels, pentagon, drain, resources, provocation, muslim, world, caused, invasion, iraq, corruption, ...]", Non fiction
1877,"[definitive, oral, history, iconic, beloved, tv, show, wire, told, actors, writers, directors, others, involved, creationsince, final, episode, aired, hbo, acclaimed, crime, drama, wire, become, popular, influential, issues, tackled, failures, drug, war, criminal, justice, system, systemic, bias, law, enforcement, social, institutions, become, urgent, central, national, conversation, show, actors, idris, elba, dominic, west, michael, jordan, gone, become, major, stars, creators, writers, including, david, simon, richard, price, developed, dedicated, cult, followings, universities, use, show, teach, everything, film, theory, criminal, justice, sociology, politicians, activists, reference, discussing, policy, critics, compile, lists, greatest, tv, shows, time, wire, routinely, takes, top, spot, arguably, one, great, works, art, ...]", Non fiction
1878,"[new, essays, theological, political, contemporary, themes, pulitzer, prize, winnermarilynne, robinson, plumbed, human, spirit, renowned, novels, including, lila, winner, national, book, critics, circle, award, gilead, winner, pulitzer, prize, national, book, critics, circle, award, new, essay, collection, trains, incisive, mind, modern, political, climate, mysteries, faith, whether, investigating, work, great, thinkers, america, like, emerson, tocqueville, inform, political, consciousness, discussing, way, beauty, informs, disciplines, daily, life, robinson, peerless, prose, boundless, humanity, full, display, call, americans, continue, tradition, great, thinkers, remake, american, political, cultural, life, deeply, impressed, obligation, great, theater, heroic, generosity, despite, sometimes, palpable, still]", Non fiction
1879,"[two, girls, raped, murdered, rural, mississippi, law, enforcement, pursued, convicted, two, innocent, men, kennedy, brewer, levon, brooks, together, spent, combined, thirty, years, prison, finally, exonerated, meanwhile, real, killer, remained, cadaver, king, country, dentist, chronicles, courts, mississippi, death, investigation, system, relic, jim, crow, era, failed, deliver, justice, citizens, recounts, horrifying, story, two, men, built, successful, careers, back, system, nearly, two, decades, medical, examiner, steven, hayne, performed, vast, majority, mississippi, autopsies, friend, michael, west, local, dentist, pitched, forensic, together, became, experts, prosecutors, helped, put, countless, mississippians, prison, convictions, began, fall, apart, radley, balko, tucker, carrington, argue, bad, forensics, structural, racism, institutional, failures, ...]",Fiction
1880,"[young, woman, chafing, confines, marriage, confronts, high, cost, craving, freedom, adventureat, wedding, date, approached, laura, smith, began, feel, trapped, fiance, shared, appetite, adventure, unsettling, idea, hard, married, wanted, life, different, wanted, marriage, different, found, strangely, captivating, story, another, restless, young, woman, determined, live, without, constraints, enticement, challenge, barbara, newhall, follett, trailblazer, published, first, novel, enlisted, deck, hand, boat, bound, south, china, seas, one, first, women, hike, appalachian, trail, december, much, older, laura, walked, apartment, quiet, street, brookline, leaving, behind, fraying, marriage, vanished, without, trace, obsessed, story, laura, set, find, art, vanishing, riveting, mystery, piercing, exploration, marriage, convention, asks, deep, uncomfortable, ...]", Non fiction
1881,"[true, adventures, david, fairchild, food, explorer, traveled, globe, introduced, diverse, crops, like, avocados, mangoes, seedless, grapes, thousands, american, nineteenth, century, american, meals, subsistence, enjoyment, new, century, approached, appetites, broadened, david, fairchild, young, botanist, insatiable, lust, explore, experience, world, set, search, foods, would, enrich, american, farmer, enchant, american, croatia, mangoes, india, hops, bavaria, peaches, china, avocados, chile, pomegranates, malta, fairchild, finds, limited, food, egypt, sent, back, variety, cotton, revolutionized, industry, via, japan, introduced, cherry, blossom, tree, forever, brightening, america, capital, along, way, arrested, caught, diseases, bargained, island, tribes, culinary, ambition, came, formative, era, america, transformed, diverse, food, system, ever, created]", Non fiction
1882,"[eat, apple, twisted, darkly, hilarious, story, american, youth, masculinity, age, continuous, war, matt, young, joined, marine, corps, age, eighteen, drunken, night, culminating, wrapping, car, around, fire, hydrant, teenage, wasteland, fled, followed, training, bases, charged, making, marine, matt, survived, training, one, two, three, deployments, iraq, testosterone, danger, stakes, fellow, grunts, dialed, dozen, decibels, young, story, drops, us, unarmed, marine, corps, culture, lays, bare, absurdism, war, vulnerability, front, lines, true, often, misguided, motivations, drove, young, man, life, war]", Non fiction
1883,"[thirteen, student, sara, saedi, uncovered, terrible, family, secret, breaking, law, simply, living, united, states, two, years, old, parents, fled, iran, learn, undocumented, status, older, sister, wanted, apply, job, social, security, deportation, kept, sara, night, keep, teenager, desperately, wanted, green, card, along, clear, skin, car, follows, sara, progress, toward, getting, green, card, portion, experiences, american, teenager, discovering, parents, secretly, divorced, facilitate, mother, green, card, application, learning, tame, unibrow, sara, pivots, terrifying, prospect, might, kicked, country, time, possibility, might, one, friends, without, date, prom]", Non fiction
1884,"[year, yes, millennial, set, got, round, actress, writer, youtube, sensation, mamrie, hart, returns, even, spirit, adventure, heart, decides, live, life, mamrie, simultaneously, enters, finds, single, first, time, since, college, world, suddenly, full, possibilities, emboldened, cool, confidence, comes, end, one, plus, newfound, independence, lifestyle, mamrie, commits, living, life, fully, possible, seeks, experiences, like, meeting, dolly, parton, goals, like, visiting, moulin, rouge, madcap, adventures, like, going, backstreet, boys, cruise, diving, back, dating, world, first, time, got, round, readers, find, shameless, honesty, spirit, loved, deserve, drink, mamrie, doubles, strong, female, friendships, willingness, engage, shenanigans, inimitable, candor, taking, reader, along, wild, unforgettable, journey, adulting]", Non fiction
1885,"[groundbreaking, revelatory, history, major, psychotropic, drugs, thoroughly, exhilarating, entertaining, writer, washington, post, although, one, five, americans, takes, least, one, psychotropic, drug, fact, remains, nearly, seventy, years, doctors, first, began, prescribing, still, know, exactly, drugs, work, work, ails, brains, blue, dreams, offers, explosive, story, discovery, invention, people, science, behind, licensed, narcotics, told, riveting, writer, psychologist, shares, intimate, experience, highs, lows, psychiatry, drugs, lauren, slater, account, ranges, earliest, thorazine, lithium, prozac, antidepressants, well, ecstasy, magic, mushrooms, memory, drugs, even, neural, implants, along, way, narrates, history, psychiatry, illuminating, imprint, colorful, little, capsules, left, millions, brains, worldwide, demonstrating, wonder, drugs, may, heal, us, hurt, ...]", Non fiction
1886,"[remarkable, story, john, marshall, chief, justice, statesman, diplomat, shaped, foundation, united, member, america, founding, generation, greater, impact, constitution, supreme, court, john, marshall, one, preserve, delicate, unity, fledgling, united, states, nation, founding, next, forty, years, marshall, center, every, political, battle, chief, justice, united, states, history, established, independence, judiciary, supremacy, federal, constitution, courts, leading, federalist, virginia, rivaled, cousin, thomas, jefferson, influence, diplomat, secretary, state, defended, american, sovereignty, france, britain, counseled, president, john, adams, supervised, construction, city, washington, astonishing, true, story, frontiersman, born, virginia, little, formal, education, invented, one, nation, preeminent, lawyers, politicians, reinvented, constitution, forge, stronger, nation, without, precedent, engrossing, account, life, ...]", Non fiction
1887,"[despite, immensely, popular, immensely, grossly, overrated, explosive, book, bryan, caplan, argues, primary, function, education, enhance, students, skill, certify, intelligence, work, ethic, words, signal, qualities, good, employee, learn, students, hunt, easy, casually, forget, learn, final, exam, decades, growing, access, education, resulted, better, jobs, average, worker, instead, runaway, credential, inflation, employers, reward, workers, costly, schooling, rarely, ever, use, cutting, education, spending, best, draws, latest, social, science, show, labor, market, values, grades, knowledge, education, rivals, need, impress, employers, explains, graduation, society, top, conformity, signal, even, useless, degrees, certify, employability, advocates, two, major, policy, responses, first, educational, austerity, government, needs, sharply, cut, education, funding, ...]",Miscellaneous
1888,"[days, less, stardust, sawdust, less, survivor, victim, mean, reclamation, body, less, cochrane, describe, feeling, believed, feeling, oakes, used, want, hurt, break, give, sort, nightmares, still, many, years, marr, easy, say, fight, happening, happening, locked, bones, linked, together, mccronethings, said, powerful, collection, poems, essays, letters, vignettes, interviews, written, diverse, group, impressive, adults, survived, sexual, violence, children, adolescents, structured, incorporate, creative, writing, engage, reader, informative, interviews, dig, context, anthology, valuable, resource, hope, grit, honest, conversation, help, teens, tackle, topic, sexual, violence, upend, stigma, maintain, hope, better, future]", Non fiction
